paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,condition_name,element_name,is_interaction,participant_per_element,original_rating_scale,original_total_sp,original_total_inv,original_total_real,original_total_gp,original_total_overall,original_mean_sp,original_mean_inv,original_mean_real,original_mean_gp,original_mean_overall,standard_rating_scale,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,is_scale_recover,scale_note,report_type,ranking_class,sp_ranking_class,inv_ranking_class,real_ranking_class,gp_ranking_class
67,71,,Design and validation of augmented reality stimuli for the treatment of cleaning obsessive-compulsive disorder,"["" augmented reality"","" obsessive compulsive disorder"","" e-health"","" anxiety"","" emotion""]",28,9,19,18,54,27.11,10.55,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,28,9,19,18,54,27.11,10.55,"""between-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,"[""TTest""]","""""","""""",2,,,No,,06,16.7,7.48,10.52,2.61,36.54,3.34,1.87,2.63,2.61,2.61,-33,-5.46,-0.39,Yes,1.7,-4.52,-1.48,-0.39,0.34,-1.13,-0.37,-0.39,,3,"ZE García-Batista, K Guerra-Peña…",2021,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.618874/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Psychology&id=618874,"https://scholar.google.com/scholar?cites=3030828958108487984&as_sdt=2005&sciodt=0,5&hl=en",410,5/31/2023 16:55,HTML,10.3389/fpsyg.2021.618874,,,,,,,3,1.5,1,3,2,,,,,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
68,72,,"IMVEST, an immersive multimodal virtual environment stress test for humans that adjusts challenge to individual's performance",[],118,118,,18,38,20.5,2.06,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,118,118,,18,38,20.5,2.06,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest"",""Mann-Whitney U""]","""""","""""",1,,,No,,06,20.35,13.56,10.48,5.05,52.92,4.07,3.39,2.62,5.05,3.78,-33,10.92,0.78,Yes,5.35,1.56,-1.52,2.05,1.07,0.39,-0.38,2.05,,3,"J Rodrigues, E Studer, S Streuber, C Sandi",2021,Neurobiology of Stress,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352289521000904,"https://scholar.google.com/scholar?cites=1715610386532102175&as_sdt=2005&sciodt=0,5&hl=en",147,5/31/2023 16:55,HTML,,,,,,,,3,1.5,1,4,2,,,,,,,Class High,Class Moderate,Class Moderate,Class Low,Class Very High
69,73,,Mindfulness-based Virtual Reality Intervention in Hemodialysis Patients: A Pilot Study on End-user Perceptions and Safety,"[""dialysis"","" alternative therapies"","" hemodialysis"","" mindfulness/meditation"","" psychological wellbeing"","" symptom management"","" virtual reality""]",20,16,,,,55.25,13.12,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,20,16,,,,55.25,13.12,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,24,13.6,13.72,5.12,58.66,4.8,3.4,3.43,5.12,4.19,-33,2.66,0.19,Yes,4,-2.4,-2.28,1.12,0.8,-0.6,-0.57,1.12,,3,"R Hernandez, B Burrows, MHEM Browning, K Solai…",2021,Kidney360,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8786010/,"https://scholar.google.com/scholar?cites=17424602849480279778&as_sdt=2005&sciodt=0,5&hl=en",338,5/31/2023 16:55,HTML,,,,,,,,3,1.5,1,5,2,,,,,,,Class Low,Class Moderate,Class Low,Class Low,Class Moderate
70,74,,The Influence of Avatar Embodiment on Time Perception-Towards VR for Time-Based Therapy,"[""virtual reality"","" time perception"","" avatar embodiment"","" immersion"","" human computer interaction""]",121,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""Not sure number of participants for each condition (using between-subject design). Since the Anova is quite robust to violations of normality (Glass et al., 1972; Lix et al., 1996; Blanca et al., 2017), especially with a large number of subjects (n=105), we performed an Anova, even though the assumption did not hold""",,1,"""Study 1""",,105,32,72,,,24.14,7.65,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest"",""Mann-Whitney U""]","""""","""""",1,,,No,,06,17.4,9.96,11.2,3.63,43.4,3.48,2.49,2.8,3.63,3.1,-33,1.4,0.1,Yes,2.4,-2.04,-0.8,0.63,0.48,-0.51,-0.2,0.63,,3,"F Unruh, M Landeck, S Oberdörfer, JL Lugrin…",2021,Frontiers in Virtual …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/frvir.2021.658509/full,"https://scholar.google.com/scholar?cites=1336718616593859348&as_sdt=2005&sciodt=0,5&hl=en",199,5/31/2023 16:55,HTML,10.3389/frvir.2021.658509,,,,,,,3,1.5,1,5,2,,,,,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
72,76,,Motivating Players to Perform an Optional Strenuous Activity in a Virtual Reality Exergame Using Virtual Performance Augmentation,"[""Virtual Reality"","" Exergame"","" Controller"","" VR"","" Motivation"","" Exertion"","" Voluntarily"",""Virtual Performance Augmentation"","" VPA"","" Game"","" Digital Game""]",47,25,22,20,66,27.34,10.09,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Entertainment and game"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,47,25,22,20,66,27.34,10.09,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""The high values of the General- and Spatial Presence subscale indicate that the high immersion\rof the VR system and the game have led to a high sense of presence. The lower Involvement values\rcan be explained by the high body focus of the VR exergame. Involvement measures the degree to\rwhich the players paid attention to the virtual environment [51 ]. Since controlling the exergame\rwas based on body movements, the focus could have shifted from the virtual environment to the\rexerting movements, leading to medium involvement values. Surprisingly, the experienced realism\rvalues are higher in the VPA condition than in the Points condition. While the VPA mechanic was\rimplemented meaningfully, the points were just displayed as a number attached to the player\u2019s\rwrist. This could have disturbed the realism of the game. However, this result has to be interpreted\rwith the low Cronbach\u2019s alpha in mind.""",1,,,No,,06,23.45,15.36,8.36,4.61,53.34,4.69,3.84,2.09,4.61,3.81,-33,11.34,0.81,Yes,8.45,3.36,-3.64,1.61,1.69,0.84,-0.91,1.61,,1,"F Born, A Rygula, M Masuch",2021,Proceedings of the ACM on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3474652,"https://scholar.google.com/scholar?cites=8582198790960726582&as_sdt=2005&sciodt=0,5&hl=en",255,5/31/2023 16:55,,10.1145/3474652,,,,,,,1,0.5,0,3,2,,,,,,,Class High,Class High,Class High,Class Low,Class High
73,77,,"Shoot Down Drones with Your Answer, an Integration of a Questionnaire into a VR Experience","[""virtual reality"","" questionnaire"","" digital game""]",12,9,2,21,28,23.9,1.84,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Entertainment and game""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,12,9,2,21,28,23.9,1.84,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""Wilcoxon signed-rank tes""]","""""","""""",1,,,No,,06,22.3,13.92,7.84,4.43,50.12,4.46,3.48,1.96,4.43,3.58,-33,8.12,0.58,Yes,7.3,1.92,-4.16,1.43,1.46,0.48,-1.04,1.43,,1,"R Tamaki, T Nakajima",2021,Proceedings of the 2021 ACM Symposium on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3485279.3488282,"https://scholar.google.com/scholar?cites=1256484986601038233&as_sdt=2005&sciodt=0,5&hl=en",257,5/31/2023 16:55,,10.1145/3485279.3488282,,,,,,,1,0.5,1,2,2,,,,,,,Class Moderate,Class High,Class Moderate,Class Low,Class Moderate
74,78,,Acceptability and Tolerability of Using Real-Life Footage in Virtual Reality Exposure Therapy for Social Anxiety: Selection Interview,[],26,4,21,18,53,23.5,9.23,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,26,4,21,18,53,23.5,9.23,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,25,19.08,17.56,5.22,67.76,5,4.77,4.39,5.22,4.84,-33,11.76,0.84,Yes,5,3.08,1.56,1.22,1,0.77,0.39,1.22,,0,W Chan,2021,,search.proquest.com,https://search.proquest.com/openview/2771a6c4328f2d7bc94d4342a3108250/1?pq-origsite=gscholar&cbl=18750&diss=y,,376,5/31/2023 16:55,HTML,,,,,,,,0,0,0,1,2,,,,,,,Class High,Class Moderate,Class High,Class High,Class Moderate
75,79,,"Human mind, embodiment, and the sense of presence in Virtual Reality: Cybersickness and mental models to mitigate it",[],15,13,,23,29,26.4,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,15,13,,23,29,26.4,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,21.35,15.2,11.88,4.27,53.62,4.27,3.8,2.97,4.27,3.83,-33,11.62,0.83,Yes,6.35,3.2,-0.12,1.27,1.27,0.8,-0.03,1.27,,0,O Holmgren,2021,,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1694983,,420,5/31/2023 16:55,,,,,,,,,0,0,0,1,2,,,,,,,Class High,Class Moderate,Class High,Class High,Class Moderate
76,80,,"Investigating Rollenwahrnehmung, perspective and space through Virtual Reality related game interfaces",[],89,61,28,20,78,35,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Entertainment and game"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""One may didn\u0027t answer the questionnaire for Mode A""",,1,"""Study 1""",,89,61,28,20,78,35,,"""within-subject""","""each component""",Each Condition Interaction,"""Other""","[""After""]",No,"[""Wilcoxon Signed Rank tests""]","""""","""""",1,,,Yes,,17,24.55,18.32,13.16,4.86,61.74,4.91,4.58,3.29,4.86,4.41,-33,5.74,0.41,Yes,4.55,2.32,-2.84,0.86,0.91,0.58,-0.71,0.86,,0,DPO Wiedemann,2021,,BoD–Books on Demand,,,395,5/31/2023 16:55,CITATION,,,,,,,,0,0,0,1,2,,,,,,,Class Moderate,Class Moderate,Class Moderate,Class Low,Class Low
77,81,,Measuring and Comparing QoE of Hybrid VR Applications under Increased Network Load,"[""hybrid VR"","" information-centric networking"","" virtual humans"","" 360-degree video streaming"","" quality of experience"","" presence"","" learning""]",5,,,,,,,"[""Other""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,5,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,21.05,14.88,13.4,4.5,55.16,4.21,3.72,3.35,4.5,3.94,-33,-0.84,-0.06,Yes,1.05,-1.12,-2.6,0.5,0.21,-0.28,-0.65,0.5,,0,"I Doumanis, D Economou…",2021,2021 7th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9459316/,,350,5/31/2023 16:55,,,,,,,,,0,0,0,3,2,,,,,,,Class Low,Class Low,Class Low,Class Low,Class Low
78,84,,MR Pharmacy: Development and Evaluation of Therapeutic Mixed Reality Applications,[],,,,,,,,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""German""]","""Not Sure""","""""",,3,"""Study 3""",,24,,18,,,28.17,7.54,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,19.9,13.72,12.48,4.21,51.52,3.98,3.43,3.12,4.21,3.68,-33,9.52,0.68,Yes,4.9,1.72,0.48,1.21,0.98,0.43,0.12,1.21,,0,F Mostajeran Gourtani,2021,,ediss2.sub.uni-hamburg.de,https://ediss2.sub.uni-hamburg.de/bitstream/ediss/9068/1/MR_Pharmacy_compressed.pdf,,387,5/31/2023 16:55,PDF,,,,,,,,0,0,0,1,2,,,,,,,Class Moderate,Class Moderate,Class Moderate,Class High,Class Moderate
79,85,,READ-THE-GAME skill assessment with a full body immersive VR soccer simulation,[],24,17,7,19,30,22.95,3.31,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Entertainment and game"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Other""]","""Not Sure""","""Japanese  version""",,1,"""Study 1""",,24,17,7,19,30,22.95,3.31,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,20.95,15.32,11.6,4.67,54.6,4.19,3.83,2.9,4.67,3.9,-33,12.6,0.9,Yes,5.95,3.32,-0.4,1.67,1.19,0.83,-0.1,1.67,,0,CD Rojas Ferrer,2021,,tsukuba.repo.nii.ac.jp,https://tsukuba.repo.nii.ac.jp/record/2000742/files/DA09991.pdf,,379,5/31/2023 16:55,PDF,,,,,,,,0,0,0,1,2,,,,,,,Class High,Class Moderate,Class High,Class Moderate,Class High
80,86,,Audio in VR: Effects of a soundscape and movement-triggered step sounds on presence,"[""virtual reality"","" presence"","" audio"","" soundscape"","" step sounds""]",40,11,29,18,34,22.95,4.44,"[""3D Graphics - HMD VR/MR""]","[""No sound"",""Stereo sound""]","[""Design and visualization"",""Entertainment and game"",""Interaction techniques""]","""""","[""German""]","""Not Sure""","""Two studies but only one uses the IPQ. NoxNo: Noise canceling, YesxNo: Soundscape, NoxYes: Steps, YesxYes: Steps \u0026 Soundscape""",,1,"""Study 1""",,40,11,29,18,34,22.95,4.44,"""within-subject""","""each component""",Each Condition Interaction,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,Yes,,-33,1.2,-0.12,-3.12,0.49,-0.28,0.24,-0.03,-0.78,0.49,-0.02,-33,-0.28,-0.02,Yes,1.2,-0.12,-3.12,0.49,0.24,-0.03,-0.78,0.49,,50,"AC Kern, W Ellermeier",2020,Frontiers in Robotics and AI,frontiersin.org,https://www.frontiersin.org/articles/10.3389/frobt.2020.00020/full,"https://scholar.google.com/scholar?cites=7997767848667552612&as_sdt=2005&sciodt=0,5&hl=en",33,5/31/2023 16:56,HTML,10.3389/frobt.2020.00020,,,,,,,50,16.67,25,2,3,,,,,,,Class Low,Class Low,Class Low,Class Low,Class Low
81,87,,"A comparison of procedural safety training in three conditions: virtual reality headset, smartphone, and printed materials","[""Aviation safety"","" immersive virtual reality (VR)"","" mobile devices"","" nonimmersive VR"","" procedural training"","" virtual instructor"","" VR"","" VR headset"","" smartphone"","" user study""]",72,40,32,18,28,21.88,1.88,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Education and training"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,72,40,32,18,28,21.88,1.88,"""between-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,17.5,12.32,10.56,3.82,45.64,3.5,3.08,2.64,3.82,3.26,-33,3.64,0.26,Yes,2.5,0.32,-1.44,0.82,0.5,0.08,-0.36,0.82,,26,"F Buttussi, L Chittaro",2020,IEEE Transactions on Learning …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9239901/,"https://scholar.google.com/scholar?cites=7098888965906067877&as_sdt=2005&sciodt=0,5&hl=en",58,5/31/2023 16:56,,,,,,,,,26,8.67,13,2,3,,,,,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
82,88,,Body weight perception of females using photorealistic avatars in virtual and augmented reality,"[""Mixed reality"","" immersion"","" presence"","" embodiment"","" virtual body ownership"","" agency"","" body image"","" eating disorder""]",58,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""from 1 to 6 (6 = highest presence)""",,1,"""Study 1""",,54,,,,29,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"["" Mann-Whitney-Wilcoxon test""]","""""","""""",1,,,No,,16,20.25,9.92,11.12,4,46.62,4.05,2.48,2.78,4,3.33,-33,-2.8,-0.2,Yes,3.3,-4.88,-3.44,0.6,0.66,-1.22,-0.86,0.6,,22,"E Wolf, N Döllinger, D Mal, C Wienrich…",2020,… on Mixed and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9284711/,"https://scholar.google.com/scholar?cites=4011457860000301897&as_sdt=2005&sciodt=0,5&hl=en",90,5/31/2023 16:56,,,,,,,,,22,7.33,4,5,3,,,,Yes,,,Class Low,Class Low,Class Low,Class Low,Class Low
83,89,,"Virtual reality as a tool for balance research: Eyes open body sway is reproduced in photo-realistic, but not in abstract virtual scenes",[],10,5,5,,,25.4,4.7,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""Scale from 1 to 5""",,1,"""Study 1""",,10,5,5,,,25.4,4.7,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,15,17,12.6,9.6,3.15,42.28,3.4,3.15,2.4,3.15,3.02,-33,0.42,0.03,Yes,3,0.88,-3.6,0.22,0.6,0.22,-0.9,0.22,,18,"L Assländer, S Streuber",2020,PLoS One,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0241479,"https://scholar.google.com/scholar?cites=12932323872393579353&as_sdt=2005&sciodt=0,5&hl=en",220,5/31/2023 16:56,HTML,,,,,,,,18,6,9,2,3,,,,Yes,,,Class Low,Class Low,Class Low,Class Low,Class Low
85,91,,Comparing gamepad and naturally-mapped controller effects on perceived virtual reality experiences,"[""virtual reality"","" interaction fidelity"","" naturally-mapped interface"","" genre fidelity""]",28,23,5,20,35,25.1,3.70,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,28,23,5,20,35,25.1,3.70,"""within-subject""","""each component""",Each Condition,"""Chart""","[""Unknown""]",No,"[""Wilcoxon Signed-Rank Test""]","""""","""""",1,,,No,,17,20.2,15.12,16.32,4.4,57.12,4.04,3.78,4.08,4.4,4.08,-33,1.12,0.08,Yes,0.2,-0.88,0.32,0.4,0.04,-0.22,0.08,0.4,,12,"M Ali, RE Cardona-Rivera",2020,ACM Symposium on Applied Perception …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3385955.3407923,"https://scholar.google.com/scholar?cites=15653415391488015510&as_sdt=2005&sciodt=0,5&hl=en",120,5/31/2023 16:56,,10.1145/3385955.3407923,,,,,,,12,4,6,2,3,,,,,,,Class Low,Class Low,Class Low,Class High,Class Low
86,92,,Playing in virtual nature: improving mood of elderly people using VR technology,"[""Virtual Reality"","" Mood Manipulation"","" Presence"","" Usability"","" Technology Acceptance"","" Cognitive Training"","" Well-Being""]",14,,8,66,84,76.8,5.78,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Entertainment and game"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""Discussion presence scores with interpretations from observations""",,1,"""Study 1""",,14,,8,66,84,76.8,5.78,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,19.05,16.72,11.08,5.36,56.42,3.81,4.18,2.77,5.36,4.03,-33,0.42,0.03,Yes,-0.95,0.72,-4.92,1.36,-0.19,0.18,-1.23,1.36,,9,"L Graf, S Liszio, M Masuch",2020,Proceedings of Mensch und Computer 2020,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3404983.3405507,"https://scholar.google.com/scholar?cites=7863587419528961719&as_sdt=2005&sciodt=0,5&hl=en",194,5/31/2023 16:56,,10.1145/3404983.3405507,,,,,,,9,3,3,3,3,,,,,,,Class Low,Class Low,Class Low,Class Low,Class Moderate
87,93,,Simulation system of electric-powered wheelchairs for training purposes,"[""alternative interface"","" electric-powered wheelchair"","" eye tracking"","" immersion"","" joystick"",""simulator"","" training"","" virtual reality""]",20,,,18,36,,,"[""3D Graphics - HMD VR/MR"",""Projection Display""]","[""Unknown""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,20,,,18,36,,,"""between-subject""","""each component""",Each Condition,"""Chart""","[""After"",""Unknown""]",No,[],"""""","""""",1,,,No,,06,23.55,16.12,14.36,4.7,59.64,4.71,4.03,3.59,4.7,4.26,-33,17.64,1.26,Yes,8.55,4.12,2.36,1.7,1.71,1.03,0.59,1.7,,8,"KA Hernandez-Ossa, EH Montenegro-Couto, B Longo…",2020,Sensors,mdpi.com,https://www.mdpi.com/751058,"https://scholar.google.com/scholar?cites=13936616847538619018&as_sdt=2005&sciodt=0,5&hl=en",197,5/31/2023 16:56,,,,,,,,,8,2.67,2,4,3,,,,,,,Class Very High,Class High,Class High,Class Very High,Class High
88,94,,Helicopter visual signaling simulation: Integrating VR and ML into a low-cost solution to optimize Brazilian Navy training,"[""Simulation"","" Virtual Reality"","" Machine Learning"","" Gesture Recognition""]",15,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Education and training"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",30,15,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,24.85,20.2,16.32,5.2,67.48,4.97,5.05,4.08,5.2,4.82,-33,25.48,1.82,Yes,9.85,8.2,4.32,2.2,1.97,2.05,1.08,2.2,,6,"ALC Doneda, JC de Oliveira",2020,2020 22nd Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9262459/,"https://scholar.google.com/scholar?cites=18361532389574336778&as_sdt=2005&sciodt=0,5&hl=en",239,5/31/2023 16:56,,,,,,,,,6,2,3,2,3,,,,,,,Class Exceptional,Class Very High,Class Exceptional,Class Exceptional,Class Exceptional
89,95,,Level of presence in max where virtual reality,"[""virtual reality"","" presence"","" desktop virtual reality"","" IPQ""]",31,25,6,,,20.5,3.4,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""Compare with IPQ database from the authors\u0027 site""",,1,"""Study 1""",,31,25,6,,,20.5,3.4,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,13.5,8.92,6.4,2.71,32.34,2.7,2.23,1.6,2.71,2.31,-33,-9.66,-0.69,Yes,-1.5,-3.08,-5.6,-0.29,-0.3,-0.77,-1.4,-0.29,,5,B Berki,2020,2020 11th IEEE International Conference on Cognitive …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9237826/,"https://scholar.google.com/scholar?cites=14518934868633366817&as_sdt=2005&sciodt=0,5&hl=en",225,5/31/2023 16:56,,,,,,,,,5,1.67,5,1,3,,,,,,,Class Low,Class Low,Class Low,Class Low,Class Low
91,97,,Intensifying Stress Perception Using Visual Effects in VR Games,"[""VR"","" video games"","" visual effects"","" stress"","" presence"","" simulator sickness""]",6,,,22,28,24.17,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Entertainment and game"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,6,,,22,28,24.17,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,21.75,15.08,10.4,4.5,53.2,4.35,3.77,2.6,4.5,3.8,-33,11.2,0.8,Yes,6.75,3.08,-1.6,1.5,1.35,0.77,-0.4,1.5,,3,"S Misztal, G Carbonell, L Zander, J Schild",2020,Proceedings of the 15th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3402942.3409781,"https://scholar.google.com/scholar?cites=16670484597641640682&as_sdt=2005&sciodt=0,5&hl=en",308,5/31/2023 16:56,,10.1145/3402942.3409781,,,,,,,3,1,1,4,3,,,,,,,Class High,Class High,Class High,Class Low,Class High
92,98,,Simulating Illness: Experiencing Visual Migraine Impairments in Virtual Reality,"[""virtual reality"","" empirical studies in HCI"","" migraine simulation"","" empathy"","" presence"","" perception of illness""]",32,19,13,20,61,32.19,,"[""3D Graphics - HMD VR/MR""]","[""No sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,32,19,13,20,61,32.19,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest""]","""""","""Results yield that participants showed a significantly and notably higher empathic reaction and a slightly stronger sense of presence when visually experiencing migraine symptoms, compared to only imagining to suffer from migraine.""",1,,,No,,06,20.45,13.36,11.76,4.28,51.24,4.09,3.34,2.94,4.28,3.66,-33,9.24,0.66,Yes,5.45,1.36,-0.24,1.28,1.09,0.34,-0.06,1.28,,3,"S Misztal, G Carbonell, L Zander…",2020,2020 IEEE 8th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9201756/,"https://scholar.google.com/scholar?cites=7477025287446839843&as_sdt=2005&sciodt=0,5&hl=en",256,5/31/2023 16:56,,,,,,,,,3,1,1,4,3,,,,,,,Class Moderate,Class Moderate,Class Moderate,Class Moderate,Class Moderate
