paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,condition_name,element_name,is_interaction,participant_per_element,original_rating_scale,original_total_sp,original_total_inv,original_total_real,original_total_gp,original_total_overall,original_mean_sp,original_mean_inv,original_mean_real,original_mean_gp,original_mean_overall,standard_rating_scale,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,is_scale_recover,scale_note,report_type,ranking_class,sp_ranking_class,inv_ranking_class,real_ranking_class,gp_ranking_class
145,153,,Reactivation and Evaluation of Mastery Experiences Promotes Exposure Benefit in Height Phobia,"[""Acrophobia"","" Extinction"","" Exposure"","" Self-efficacy"","" Virtual reality""]",56,,,18,40,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,56,,14/12/12,,,25.25/25.56/25.94,4.41/4.16/3.56,"""between-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,-99999,-99999,-99999,-99999,33.88,-99999,-99999,-99999,-99999,2.42,-33,-8.12,-0.58,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,F Raeder; ML Woud; S Schneider; C Totzeck�,2019,Cognitive Therapy and��,Springer,https://link.springer.com/article/10.1007/s10608-019-10018-x,,69,43628,HTML,,,,,,,,0,0,0,5,1,YES,Acrophobia,,No,,,Class Low,,,,
146,154,,Influence of hearing your steps and environmental sounds in VR while walking,"[""Virtual Reality"","" Presence"","" Soundscape"","" Footsteps"","" IPQ"","" head-mounted display""]",40,11,29,18,34,22.95,4.44,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology""]","""""","[""German""]","""Not Sure""","""""",,1,"""Study 1""",,40,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",3,,,No,,-33,0.8,-1.12,-3.36,0.25,-2.52,0.16,-0.28,-0.84,0.25,-0.18,-33,-2.52,-0.18,Yes,0.8,-1.12,-3.36,0.25,0.16,-0.28,-0.84,0.25,3D Graphics - HMD VR/MR,0,AC Kern; W Ellermeier,2018,2018 IEEE 4th VR Workshop on Sonic��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8577177/,,93,43628,,,,,,,,,0,0,0,2,1,YES,Presence,,No,,,Class Low,,,,
147,155,,"Physical Presence, Social Presence, and Anxiety in Participants with Social Anxiety Disorder During Virtual Cue Exposure","[""virtual reality exposure therapy"","" social anxiety disorder"","" physical presence"","" social presence"","" state anxiety"","" heart rate""]",24,,17,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""German""]","""Not Sure""","""""",15,1,"""Study 1""",5,24,,9/8,,,22.83/24.08,1.749/2.539,"""between-subject""","""each component""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,21.95,17,13.2,4.35,56.98,4.39,4.25,3.3,4.35,4.07,-33,0.98,0.07,Yes,1.95,1,-2.8,0.35,0.39,0.25,-0.7,0.35,3D Graphics - HMD VR/MR,0,A Felnhofer; H Hlavacs; L Beutl�,2019,��; Behavior; and Social��,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/cyber.2018.0221,,113,43628,,,,,,,,,0,0,0,4,1,YES,Exposure Therapy,,No,Overall score ranging from 14 to 98,,Class Low,,,,
148,156,,Visuo-tactile Congruency influences the Body Schema during Full Body Ownership Illusion,"[""Full body ownership illusion"","" Visuo-tactile congruency"","" Body schema"","" Movement behavior""]",40,20,20,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""Ownership""","[""German""]","""Not Sure""","""""",,1,"""Study 1""",,40,10/10,10/10,20/19,30/28,24.15/22.80,2.68/2.48,"""between-subject""","""whole questionnaire""","""TotalScore///Other""","""Chart""","[""After""]",No,"[""generalized linear model ""]","""""","""""",1,,,No,,17,-99999,-99999,-99999,-99999,58.52,-99999,-99999,-99999,-99999,4.18,-33,2.52,0.18,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,M Rubo; M Gamer,2019,,psyarxiv.com,https://psyarxiv.com/pe4v2/,,215,43628,,,,,,,,,0,0,0,2,1,YES,Ownership,Report Mean (SEM),No,,,Class Low,,,,
149,157,,Visually Induced Motion Sickness in 360° Videos: Comparing and Combining Visual Optimization Techniques,"[""VR sickness"","" cybersickness"","" 360\u00BA video"","" cinematic VR"","" field of view"","" content analysis"","" optical flow""]",12,6,6,23,47,29.9,6.76,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""Motion Sickness""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",3.42,12,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA"",""Pearson\u2019s product-moment correlation""]","""""","""""",1,,,No,,06,16.2,12.36,10.08,3.21,42.14,3.24,3.09,2.52,3.21,3.01,-33,0.14,0.01,Yes,1.2,0.36,-1.92,0.21,0.24,0.09,-0.48,0.21,3D Graphics - HMD VR/MR,0,P Bala; D Dionísio; V Nisi…,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8699261/,,332,43676,,,,,,,,,0,0,0,4,,DUPLICATED,,,No,,,Class Low,,,,
150,158,,"A comparative study of virtual reality methods of interaction and locomotion based on presence, cybersickness and usability","[""Human-computer interaction"","" Virtual reality"","" Interaction Techniques"","" Virtual environment modeling""]",48,24,24,18,62,30.59,11.996,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,48,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""Unknown""]",No,"[""Friedman\u2019s test; Wilcoxon Signed-Ranks""]","""""","""""",1,,,No,,06,23.95,17.84,12.16,5.11,60.9,4.79,4.46,3.04,5.11,4.35,-33,18.9,1.35,Yes,8.95,5.84,0.16,2.11,1.79,1.46,0.04,2.11,3D Graphics - HMD VR/MR,0,J Mayor; L Raya; A Sanchez,2019,IEEE Transactions on Emerging��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8708972/,,256,43628,,,,,,,,,0,0,0,3,1,YES,Interaction Techniques,,No,,,Class Exceptional,,,,
151,159,,Using Presence Questionnaires in Virtual Reality,"[""Virtual reality"","" presence"","" questionnaire"","" evaluation""]",36,24,12,19,32,23.81,2.81,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""Presence""","[""Not Mentioned""]","""Not Sure""","""""",24.2,1,"""Study 1""",2.5,36,,,,,,,"""within-subject""","""whole questionnaire""","""/Mean/SD/""","""Chart""","[""After"",""After""]",No,"[""ANOVA"",""MANOVA""]","""""","""""",1,,,Yes,,17,-99999,-99999,-99999,-99999,62.72,-99999,-99999,-99999,-99999,4.48,-33,6.72,0.48,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,V Schwind; P Knierim; N Haas; N Henze,2019,,nhenze.net,http://nhenze.net/uploads/Using-Presence-Questionnaires-in-Virtual-Reality.pdf,,261,43628,PDF,,,,,,,,0,0,0,4,1,YES,Presence,,No,,,Class Moderate,,,,
153,161,,Virtual Reality Conferencing,"[""virtual reality"","" virtual reality conferencing"","" virtual collaboration""]",10,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Interaction techniques"",""Other""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,10,,,,,,,"""between-subject""","""each component""","""/Mean//""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,23.2,15.92,12.48,4,55.16,4.64,3.98,3.12,4,3.94,-33,13.16,0.94,Yes,8.2,3.92,0.48,1,1.64,0.98,0.12,1,3D Graphics - HMD VR/MR,0,PD Pazour; A Janecek�,2018,2018 IEEE International��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8613638/,,296,43628,,,,,,,,,0,0,0,3,1,YES,Tele-conference,,No,,,Class High,,,,
154,162,,Haptic contact in immersive 360° cinematic environment,[],32,21,11,18,36,26.25,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Other""]","""Haptic""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,32,,,,,,,"""within-subject""","""whole questionnaire""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",2,,,No,,06,-99999,-99999,-99999,-99999,55.3,-99999,-99999,-99999,-99999,3.95,-33,13.3,0.95,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,P Sasikumar,2018,,ir.canterbury.ac.nz,https://ir.canterbury.ac.nz/handle/10092/15156,,299,43628,,,,,,,,,0,0,0,1,1,YES,Haptic,,No,,,Class High,,,,
155,163,,Comfortable Immersive Analytics with the VirtualDesk Metaphor: Case Studies and Perspectives,[],44,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""Immersive""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",25,44,,,,,,,"""between-subject""","""each component""","""/Mean/SD/""","""Chart""","[""Unknown""]",No,[],"""""","""""",1,,,No,,17,23.05,15.56,12.36,4.71,57.12,4.61,3.89,3.09,4.71,4.08,-33,1.12,0.08,Yes,3.05,-0.44,-3.64,0.71,0.61,-0.11,-0.91,0.71,3D Graphics - HMD VR/MR,0,JA Wagner Filho; CMDS Freitas�,2019,IEEE computer graphics��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8640072/,,308,43628,,,,,,,,,0,0,0,3,1,YES,Immersion,,Yes,Between Study,,Class Low,,,,
156,164,,The influence of social entities in virtual reality games on player experience and immersion,"[""social presence"","" loneliness"","" social interaction"","" multi-player"","" virtual agents"","" digital games""]",75,34,41,19,58,25.1,7.27,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Entertainment and game"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",7.5,75,,,,,,,"""between-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""Unknown""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,-99999,-99999,-99999,-99999,62.3,-99999,-99999,-99999,-99999,4.45,-33,20.3,1.45,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,S Liszio; K Emmerich; M Masuch,2017,��on the Foundations of Digital Games,dl.acm.org,https://dl.acm.org/citation.cfm?id=3102086,,226,43628,,,,,,,,,0,0,0,3,2,YES,Social Presence,,No,,,Class Exceptional,,,,
157,165,,ReflectiveSpineVR: an immersive spine surgery simulation with interaction history capabilities,"[""Immersive Simulation"","" Spine Surgery"","" Interaction History"","" Education""]",6,5,1,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Education and training"",""Healthcare and clinical therapies""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,6,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,30,16.4,13.64,6,68.32,6,4.1,3.41,6,4.88,-33,12.32,0.88,Yes,10,0.4,-2.36,2,2,0.1,-0.59,2,3D Graphics - HMD VR/MR,0,AE Mostafa; WHA Ryu; K Takashima; S Chan�,2017,Proceedings of the 5th��,dl.acm.org,https://dl.acm.org/citation.cfm?id=3132174,,315,43628,,,,,,,,,0,0,0,5,2,YES,Simulation,,No,,,Class High,,,,
158,166,,The relationship between human factors and presence experienced in Virtual Environments (VEs),[],80,37,43,,,,,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology"",""Other""]","""""","[""German""]","""Not Sure""","""""",,1,"""Study 1""",12/7.5,80,,,,,,,"""between-subject""","""whole questionnaire""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,-99999,-99999,-99999,-99999,59.08,-99999,-99999,-99999,-99999,4.22,-33,3.08,0.22,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,AA Schniering,2016,,essay.utwente.nl,http://essay.utwente.nl/69832/1/Schniering_BA_BMS.pdf,,165,43628,PDF,,,,,,,,0,0,0,1,3,YES,Perception,,No,,,Class Low,,,,
159,167,,The Influence of Visual Realism on the Sense of Presence in Virtual Environments,[],52,32,20,18,48,22.81,5.94,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,52,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA"",""Pearson correlations""]","""""","""""",1,,,Yes,,17,20.75,16.04,8.96,4.22,51.24,4.15,4.01,2.24,4.22,3.66,-33,-4.76,-0.34,Yes,0.75,0.04,-7.04,0.22,0.15,0.01,-1.76,0.22,3D Graphics - HMD VR/MR,0,Y Toczek,2016,,research.tue.nl,https://research.tue.nl/files/46946153/855787-1.pdf,,169,43628,PDF,,,,,,,,0,0,0,1,3,YES,Presence,Unknown Scale,Yes,Scale may be from 1 to 7 based on the questionnaire,,Class Low,,,,
160,168,,The Experience of Exposure Across Racial Groups: Differences in Presence During Virtual Reality Exposure Therapy for Social Phobia Across African,"["" Exposure therapy"","" Virtual Reality Exposure"","" Experience of treatment"","" African American"","" Women""]",24,,24,21,60,39.96,10.89,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,24,,15/9,,,,,"""between-subject""","""whole questionnaire""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,-99999,-99999,-99999,-99999,57.82,-99999,-99999,-99999,-99999,4.13,-33,1.82,0.13,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,N Mehta,2012,,scholarworks.gsu.edu,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1102&context=psych_theses,,123,43628,PDF,,,,,,,,0,0,0,1,7,YES,Exposure Therapy,Not Clear Number Of Participants,No,"scores ranging from 7 to 98. The number of participants changed … t(1,32)",,Class Low,,,,
170,180,,Live delivery of neurosurgical operating theater experience in virtual reality,"[""Virtual reality"","" 360-degree camera"","" stereoscopic VR"","" neurosurgery""]",22,17,5,,,39,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""neurosurgery""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",From 5 (some from 10 to 60 min),22,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,-33,6,3.52,2.4,2,16.38,1.2,0.88,0.6,2,1.17,-33,16.38,1.17,Yes,6,3.52,2.4,2,1.2,0.88,0.6,2,3D Graphics - HMD VR/MR,2,M Salmimaa; J Kimmel; T Jokela…,2018,Journal of the …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jsid.636,https://scholar.google.com/scholar?cites=10563553625733567521&as_sdt=2005&sciodt=0;5&hl=en,563,43627,,,,,,,,,2,2,1,4,,YES,Neurosurgical,,No,,,Class Very High,,,,
173,183,,Hand gesture-based interaction in an immersive cinematic environment,[],32,16,16,19,42,26.97,6.32,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",40,1,"""Study 1""",,32,,,,,,,"""within-subject""","""whole questionnaire""","""/Mean//Other""","""Chart""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,Yes,,17,-99999,-99999,-99999,-99999,53.62,-99999,-99999,-99999,-99999,3.83,-33,-2.38,-0.17,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,H Khan,2017,,ir.canterbury.ac.nz,https://ir.canterbury.ac.nz/handle/10092/13686,,810,43627,,,,,,,,,0,0,0,1,,YES,Hand Gesture,,No,,,Class Low,,,,
174,184,,"The effects of augmented virtuality on presence, workload, and input performance",[],21,,,19,25,,,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology"",""Other""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,21,,,,,,,"""between-subject""","""each component""","""/Mean/SD/""","""Other""","[""Unknown""]",No,"[""Mann-Whitney U test""]","""""","""""",1,,,No,,06,24.45,15.36,11.28,5.1,58.24,4.89,3.84,2.82,5.1,4.16,-33,16.24,1.16,Yes,9.45,3.36,-0.72,2.1,1.89,0.84,-0.18,2.1,3D Graphics - HMD VR/MR,0,J Clarkson,2018,,open.uct.ac.za,https://open.uct.ac.za/handle/11427/29492,,831,43627,,,,,,,,,0,0,0,1,,YES,Augmented Virtuality,,Yes,Scale might be from 0 to 6 (from chart),,Class High,,,,
177,188,,How body movement influences virtual reality analgesia?,"[""Virtual Reality"","" pain"","" cold pressor test"","" movement"","" presence"","" analgesia""]",30,10,20,18/19,50/24,25.60/20.55,9.26/1.50,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",4,30,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""Non-parametric statistics; Pearson Correlation Coefficient""]","""""","""""",1,,,No,,-33,0.3,-0.4,-3,0.32,-1.68,0.06,-0.1,-0.75,0.32,-0.12,-33,-1.68,-0.12,Yes,0.3,-0.4,-3,0.32,0.06,-0.1,-0.75,0.32,3D Graphics - HMD VR/MR,15,M Czub; J Piskorz,2014,2014 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6990185/,https://scholar.google.com/scholar?cites=2292082930132990674&as_sdt=2005&sciodt=0;5&hl=en,7,43676,,,,,,,,,15,3,8,,,YES,Analgesia,Some missing data,No,"There were few missing data points in the IPQ subscales (5 participants, each missing one subscale result). For one participant, the number of points collected in the game was not recorded. Missing data was handled by putting an averagevalue from experimental condition. ",,Class Low,,,,
179,190,,Guidelines on successfully porting non-immersive games to virtual reality: a case study in minecraft,"[""Virtual reality"","" user study"","" video games"","" emotions"","" Minecraft""]",14,10,,18,31,21.07,3.76,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Entertainment and game"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,14,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""Linear mixed model""]","""""","""""",1,,,Yes,,17,30.5,20.28,18.44,6.4,77.56,6.1,5.07,4.61,6.4,5.54,-33,21.56,1.54,Yes,10.5,4.28,2.44,2.4,2.1,1.07,0.61,2.4,3D Graphics - HMD VR/MR,4,J Porter III; M Boyer; A Robb,2018,… of the 2018 Annual Symposium on …,dl.acm.org,https://dl.acm.org/citation.cfm?id=3242677,https://scholar.google.com/scholar?cites=3495142269655943602&as_sdt=2005&sciodt=0;5&hl=en,11,43676,,,,,,,,,4,4,1,,,YES,Game Porting,,No,,,Class Exceptional,,,,
181,192,,Social influence on evacuation behavior in real and virtual environments,"[""virtual reality"","" fire evacuation"","" social influence"","" bystander effect"","" virtual humans"","" Virtual agents""]",75/75,35/41,40/34,,,21.45`4.3,,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,75,15/14/12,10/11/13,,,21.80/21.76/20.80,4.73/3.69/2.55,"""between-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,20.95,13.12,10.6,4.28,50.4,4.19,3.28,2.65,4.28,3.6,-33,8.4,0.6,Yes,5.95,1.12,-1.4,1.28,1.19,0.28,-0.35,1.28,3D Graphics - HMD VR/MR,15,M Kinateder; WH Warren,2016,Frontiers in Robotics and AI,frontiersin.org,https://www.frontiersin.org/articles/10.3389/frobt.2016.00043,https://scholar.google.com/scholar?cites=12932043803460859494&as_sdt=2005&sciodt=0;5&hl=en,128,43676,HTML,,,,,,,,15,5,8,2,,YES,Social Influence,,No,,,Class Moderate,,,,
184,195,,Distraction of attention with the use of virtual reality. Influence of the level of game complexity on the level of experienced pain,"[""Virtual Reality"","" Pain"","" Attention distraction"","" Cold Pressor Test"","" Video games""]",31,12,19,20/19,24/30,22.42/21.37,1.51/2.34,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",4,31,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""Parametric statistics""]","""""","""""",2,,,No,,-33,0.2,-1.04,-6.48,0.88,-3.36,0.04,-0.26,-1.62,0.88,-0.24,-33,-3.36,-0.24,Yes,0.2,-1.04,-6.48,0.88,0.04,-0.26,-1.62,0.88,3D Graphics - HMD VR/MR,3,J Piskorz; M Czub,2014,Polish Psychological Bulletin,degruyter.com,https://www.degruyter.com/downloadpdf/j/ppb.2014.45.issue-4/ppb-2014-0058/ppb-2014-0058.xml,https://scholar.google.com/scholar?cites=8909671389347806897&as_sdt=2005&sciodt=0;5&hl=en,175,43676,PDF,,,,,,,,3,0.6,2,2,,YES,Pain,,No,,,Class Low,,,,
185,196,,Here's Looking At You Anyway!: How Important is Realistic Gaze Behavior in Co-located Social Virtual Reality Games?,"[""Gaze Behavior"","" Social Virtual Reality"","" Eye Tracking"","" Head-mounted Display""]",42,24,17,18,53,27.5,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Entertainment and game"",""Social Science and psychology""]","""""",[],"""Not Sure""","""""",45,1,"""Study 1""",16,42,8/8/8,6/6/5,,,,,"""between-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""Spearman\u2019s correlation test""]","""""","""""",1,,,No,,17,20.5,14,16.72,5.38,60.06,4.1,3.5,4.18,5.38,4.29,-33,4.06,0.29,Yes,0.5,-2,0.72,1.38,0.1,-0.5,0.18,1.38,3D Graphics - HMD VR/MR,3,S Seele; S Misztal; H Buhler; R Herpers…,2017,Proceedings of the …,dl.acm.org,https://dl.acm.org/citation.cfm?id=3116619,https://scholar.google.com/scholar?cites=7497006300627109154&as_sdt=2005&sciodt=0;5&hl=en,316,43676,,,,,,,,,3,1.5,1,5,,YES,Gaze Behavior,Unknown Scale,Yes,Chart shows from 1 to 7,,Class Low,,,,
186,197,,Reaching a higher sense of presence in VR through 3D architectural visualization,"[""Virtual reality"","" phobia treatment"","" presence"","" 3D visualization""]",20,,,19,34,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",8.5,20,,,,,23.4/24.1,,"""between-subject""","""each component""","""/Mean//""","""Chart""","[""After""]",No,"[""Mann-Whitney U Test""]","""""","""""",1,,,No,,-33,3.05,0.16,-1.76,0.5,2.52,0.61,0.04,-0.44,0.5,0.18,-33,2.52,0.18,Yes,3.05,0.16,-1.76,0.5,0.61,0.04,-0.44,0.5,3D Graphics - HMD VR/MR,1,E Sabadi,2008,Delft University of Technology; Media and Knowledge …,mmi.tudelft.nl,http://www.mmi.tudelft.nl/~vrphobia/THESIS_ErvinSabadi.pdf,https://scholar.google.com/scholar?cites=1101007825968562232&as_sdt=2005&sciodt=0;5&hl=en,178,43676,PDF,,,,,,,,1,0.09,1,1,,YES,Visualization,,No,,,Class Low,,,,
187,198,,Influence of Network Delay in Virtual Reality Multiplayer Exergames: Who is actually delayed?,"[""Virtual Reality"","" Multiplayer Exergames"","" QoE"","" Network Delay""]",23,17,6,,,25.57,3.41,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Entertainment and game"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,23,,,,,,,"""within-subject""","""each component""","""/Mean//Other""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,17,22.15,15.48,13.4,4.6,56.84,4.43,3.87,3.35,4.6,4.06,-33,0.84,0.06,Yes,2.15,-0.52,-2.6,0.6,0.43,-0.13,-0.65,0.6,3D Graphics - HMD VR/MR,0,T Kojic; S Schmidt; S Möller…,2019,… Conference on Quality …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8743342/,,260,43676,,,,,,,,,0,0,0,4,,YES,Exergame,Lack report for some condition,Yes,Scale might be from 1 to 7,,Class Low,,,,
188,199,,Warning messages to modify safety behavior during crisis situations: A virtual reality study,"[""Safety behaviour"","" Warning messages"","" Virtual reality"","" Thunderstorm""]",34,,,,,26.61,9.39,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",around 10,34,,9/10,,,29.86/23.94,12.31/5.04,"""between-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,19.35,12.56,9.44,3.97,46.76,3.87,3.14,2.36,3.97,3.34,-33,4.76,0.34,Yes,4.35,0.56,-2.56,0.97,0.87,0.14,-0.64,0.97,3D Graphics - HMD VR/MR,0,H Markwart; J Vitera; S Lemanski; D Kietzmann…,2019,International Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212420919302432,,288,43676,,,,,,,,,0,0,0,5,,YES,Behavior,,No,Use sound but not clarify which sound device is used!,,Class Low,,,,
