paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,score_scale,condition_name,element_name,is_interaction,participant_per_element,totalSP,totalINV,totalREAL,totalGP,totalTOTAL,meanSP,meanINV,meanREAL,meanGP,meanTOTAL,sdSP,sdINV,sdREAL,sdGP,sdTOTAL,otherSP,otherINV,otherREAL,otherGP,otherTOTAL,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,likert_scale,rating_scale,file,class,class_num,class_sp,class_inv,class_real,class_gp
80,81,81,Applicability of synthetic environments for product design,synthetic environment; product design; dynamic prototyping; industrial design; validation,16,9,7,19,30,24,,Projection Display,Unknown,Design and visualization,,Not Mentioned,Not Sure,,,1,Study 1,20,16,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,MANOVA,,,2,6,Whole Experiment,Whole Study,No,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Huaxin Wang ; Frank Meijer; Jan Miedema; Egon L. van den Broek; Mascha C. van der Voort; Joris S. M. Vergeest,2008,Proceedings of IDMME - Virtual Concept 2008,ris.utwente.nl,https://ris.utwente.nl/ws/portalfiles/portal/5403453/Wang08-Applicability_of_synthetic_environments_for_product_design.pdf,,265,43628,PDF,,,,,,,,0,0,0,4,11,YES,Synthetic Environment,,15.47,1.105,TRUE,7.4,4.88,2.46,0.73,1.48,1.22,0.615,0.73,Projection Display,7-point,Good,Each Study,Class IV,4,Class IV,Class IV,Class IV,Class VI
81,82,82,Towards lean and elegant self-motion simulation in virtual reality,Vection; self-motion illusion; spatial orientation; virtual reality; motion simulation; human factors; psychophysics; multi-modal cue integration; vibrations; auditory cues,53,,,,,,,Projection Display,Surround sound,Social Science and psychology,,Not Mentioned,Not Sure,,,3,Study 1,,12,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,TTest;two-tailed t-test,,,2,17,Whole Experiment,Whole Study,No,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,B.E. Riecke; J. Schulte-Pelkum; F. Caniard; H.H. Bulthoff,2005,IEEE Proceedings of Virtual Reality 2005,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1492765/,https://scholar.google.com/scholar?cites=3287997044791535940&as_sdt=2005&sciodt=0;5&hl=en,48,43627,,,,,,,,,79,5.64,26,3,,YES,Vection,,-4.06,-0.29,TRUE,-2.4,0.38,-2.46,-0.125,-0.48,0.095,-0.615,-0.125,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
81,83,83,Towards lean and elegant self-motion simulation in virtual reality,Vection; self-motion illusion; spatial orientation; virtual reality; motion simulation; human factors; psychophysics; multi-modal cue integration; vibrations; auditory cues,53,,,,,,,Projection Display,Surround sound,Social Science and psychology,,Not Mentioned,Not Sure,,,3,Study 2,,22,,,,,,,between-subject,each component,/Mean/SD/,Chart,Unknown,No,TTest,,,2,17,Whole Experiment,Whole Study,No,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,B.E. Riecke; J. Schulte-Pelkum; F. Caniard; H.H. Bulthoff,2005,IEEE Proceedings of Virtual Reality 2005,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1492765/,https://scholar.google.com/scholar?cites=3287997044791535940&as_sdt=2005&sciodt=0;5&hl=en,48,43627,,,,,,,,,79,5.64,26,3,,YES,Vection,,10.15,0.725,TRUE,1.875,4.46,1.92,1.16,0.375,1.115,0.48,1.16,Projection Display,7-point,Good,Each Study,Class IV,4,Class VI,Class IV,Class IV,Class V
81,84,84,Towards lean and elegant self-motion simulation in virtual reality,Vection; self-motion illusion; spatial orientation; virtual reality; motion simulation; human factors; psychophysics; multi-modal cue integration; vibrations; auditory cues,53,,,,,,,Projection Display,Surround sound,Social Science and psychology,,Not Mentioned,Not Sure,,,3,Study 3,,19,,,,,,,within-subject,each component,/Mean/SD/,Chart,Unknown,No,TTest,,,2,17,Whole Experiment,Whole Study,No,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,B.E. Riecke; J. Schulte-Pelkum; F. Caniard; H.H. Bulthoff,2005,IEEE Proceedings of Virtual Reality 2005,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1492765/,https://scholar.google.com/scholar?cites=3287997044791535940&as_sdt=2005&sciodt=0;5&hl=en,48,43627,,,,,,,,,79,5.64,26,3,,YES,Vection,,1.75,0.125,TRUE,2.55,-0.42,-0.62,0.21,0.51,-0.105,-0.155,0.21,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class V,Class VI
87,90,90,Preliminary findings on the Virtual Environment for Radiotherapy Training (VERT) system: simulator sickness and presence,VERT; SSQ; sickness; presence; radiotherapy,75,,,,,28.3,11.8,Projection Display,Unknown,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,67.9,75,,,,,,,within-subject,each component,/Mean//,Chart,After,No,Spearman’s correlation,,,2,6,Whole Experiment,Whole Study,No,75,,,,,,3.4,2.8,2.6,4.25,,,,,,,,,,,,9,David M. Flinton and Nick White,2009,Journal of Radiotherapy in Practice,cambridge.org,https://www.cambridge.org/core/journals/journal-of-radiotherapy-in-practice/article/preliminary-findings-on-the-virtual-environment-for-radiotherapy-training-vert-system-simulator-sickness-and-presence/3E22777C5B4B3CB520314E3D82E30F3F,https://scholar.google.com/scholar?cites=7889578849703016578&as_sdt=2005&sciodt=0;5&hl=en,302,43627,,,,,,,,,9,0.9,5,2,,YES,Radiotherapy Training,,-0.4,-0.028571427,TRUE,2,-0.8,-1.6,1.25,0.4,-0.2,-0.4,1.25,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class V
89,92,92,Cultivating imagination: development and pilot test of a therapeutic use of an immersive virtual reality CAVE,,9,,,,,,,Projection Display,Surround sound,Social Science and psychology,,Not Mentioned,Not Sure,,90,1,Study 1,15,9,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,,,,2,6,Whole Experiment,Whole Study,No,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Patricia Flatley Brennan; F. Daniel Nicolalde; Kevin Ponto; Megan Kinneberg; Vito Freese; and Dana Paz,2013,AMIA ... Annual Symposium proceedings,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3900149/,https://scholar.google.com/scholar?cites=4713791303245109034&as_sdt=2005&sciodt=0;5&hl=en,450,43627,HTML,,,,,,,,2,0.33,1,4,,YES,Imagination,Unknown Scale,-0.02,-0.001428571,TRUE,1.1,0.88,-2,0.17,0.22,0.22,-0.5,0.17,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
90,93,93,Exploring vertical navigation within a virtual environment: a staircase experience,,180,90,90,18,34,22.39,2.17,3D Graphics - Monoscopic,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,180,45/45,45/45,,,,,within-subject,each component,/Mean/SD/,Other,After,No,Chi-square analysis,,,2,17,Whole Experiment,Whole Study,No,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,İpek Memikoğlu,2012,Bilkent University Thesis,dspace.bilkent.edu.tr,http://dspace.bilkent.edu.tr/handle/11693/15845,https://scholar.google.com/scholar?cites=14799894205204665334&as_sdt=2005&sciodt=0;5&hl=en,475,43627,,,,,,,,,2,0.29,2,1,,YES,Navigation,,-0.42,-0.030000001,TRUE,2.9,-1.04,-2.28,1.17,0.58,-0.26,-0.57,1.17,3D Graphics - Monoscopic,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class V
91,94,94,Live delivery of neurosurgical operating theater experience in virtual reality,Virtual reality; 360-degree camera; stereoscopic VR; neurosurgery,22,17,5,,,39,,3D Graphics - HMD VR,Unknown,Healthcare and clinical therapies;Social Science and psychology,neurosurgery,Not Mentioned,Not Sure,,,1,Study 1,From 5 (some from 10 to 60 min),22,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,,,,2,-33,Whole Experiment,Whole Study,No,22,,,,,,1.2,0.88,0.6,2,,1.07,1.31,1.04,0.81,,,,,,,2,Marja Salmimaa; Jyrki Kimmel; Tero Jokela; Peter Eskolin; Toni Järvenpää; Petri Piippo; Kiti Müller; Jarno Satopää,2018,Journal of the Society For Information Display,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jsid.636,https://scholar.google.com/scholar?cites=10563553625733567521&as_sdt=2005&sciodt=0;5&hl=en,563,43627,,,,,,,,,2,2,1,4,,YES,Neurosurgical,,11.919999,0.85142857,TRUE,6,3.5200002,2.4,2,1.2,0.88000005,0.6,2,3D Graphics - HMD VR,7-point,Good,Each Study,Class IV,4,Class V,Class IV,Class IV,Class III
97,101,101,The effects of augmented virtuality on presence; workload; and input performance,,21,,,19,25,,,3D Graphics - HMD VR,Stereo sound,Social Science and psychology;Other,,Not Mentioned,Not Sure,,,1,Study 1,,21,,,,,,,between-subject,each component,/Mean/SD/,Other,Unknown,No,Mann-Whitney U test,,,2,6,Whole Experiment,Whole Study,No,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jacob Clarkson,2018,University of Cape Town Thesis,open.uct.ac.za,https://open.uct.ac.za/handle/11427/29492,,831,43627,,,,,,,,,0,0,0,1,,YES,Augmented Virtuality,,11.955,0.8539285,TRUE,9.375,3.2999997,-0.72,2.075,1.875,0.8249999,-0.18,2.075,3D Graphics - HMD VR,7-point,Good,Each Study,Class IV,4,Class IV,Class V,Class V,Class III
98,102,102,Virtual Conversation: Automated free speech dialogue with a computer character,,26,,,,,,,Projection Display,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Yes,,1.5,2,Study 1,,24,17,7,17,66,32.6,13.4,within-subject,each component,/Mean/SD/,Other,After,No,MANOVA,,,2,6,Whole Experiment,Whole Study,No,24,,,,,,3.4,3.28,2.51,3.46,,1.14,1.52,1.13,1.44,,,,,,,0,N Ter Heijden,2011,Delft University of Technology Thesis,repository.tudelft.nl,https://repository.tudelft.nl/islandora/object/uuid:f139cd09-1db6-439c-941a-f9a66dd9df6b/,,856,43627,,,,,,,,,0,0,0,1,,YES,Virtual Conversation,,1.16,0.08285714,TRUE,2,1.12,-1.96,0.46,0.4,0.28,-0.49,0.46,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class V,Class VI,Class VI
98,103,103,Virtual Conversation: Automated free speech dialogue with a computer character,,26,,,,,,,Projection Display,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Yes,,1.5,2,Study 2,,2,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,TTest,,,2,6,Whole Experiment,Whole Study,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N Ter Heijden,2011,Delft University of Technology Thesis,repository.tudelft.nl,https://repository.tudelft.nl/islandora/object/uuid:f139cd09-1db6-439c-941a-f9a66dd9df6b/,,856,43627,,,,,,,,,0,0,0,1,,YES,Virtual Conversation,,11.47,0.8192857,TRUE,5.15,4.16,2.16,1.67,1.03,1.04,0.54,1.67,Projection Display,7-point,Good,Each Study,Class IV,4,Class V,Class IV,Class IV,Class IV
99,104,104,Driving performance in a power wheelchair simulator,driving skills; driving strategies; presence; virtual reality,29,,,,,,,3D Graphics - Monoscopic,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,29,7-May,9-Aug,20/25,26/35,,,between-subject,each component,/Mean/SD/,Chart,After,No,,,,2,6,Whole Experiment,Whole Study,No,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Philippe S Archambault; Stéphanie Tremblay; Sarah Cachecho; François Routhier; Patrick Boissy,2012,Disability and Rehabilitation: Assistive Technology,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/17483107.2011.625072,https://scholar.google.com/scholar?cites=12991064995002855261&as_sdt=2005&sciodt=0;5&hl=en,5,43676,,,,,,,,,39,5.57,10,,,YES,Simulator,4 categories 13 questions?,-3.43,-0.245,TRUE,0.25,-2.08,-1.6,0.6,0.05,-0.52,-0.4,0.6,3D Graphics - Monoscopic,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
100,105,105,How body movement influences virtual reality analgesia?,Virtual Reality; pain; cold pressor test; movement; presence; analgesia,30,10,20,18/19,50/24,25.60/20.55,9.26/1.50,3D Graphics - HMD VR,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,4,30,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,Non-parametric statistics; Pearson Correlation Coefficient,,,2,-33,Whole Experiment,Whole Study,No,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Marcin Czub; Joanna Piskorz,2014,2014 International Conference on Interactive Technologies and Games,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6990185/,https://scholar.google.com/scholar?cites=2292082930132990674&as_sdt=2005&sciodt=0;5&hl=en,7,43676,,,,,,,,,15,3,8,,,YES,Analgesia,Some missing data,-3.095,-0.22107142,TRUE,0.325,-0.42,-3,0.315,0.065,-0.105,-0.75,0.315,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
101,106,106,Design of an immersive simulator for assisted power wheelchair driving,,9,,,11,38,,,Projection Display,No sound,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,20,1,Study 1,,9,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,,,,2,6,Whole Experiment,Whole Study,No,9,,,,,,4.21,3.32,2.42,4.89,3.72,0.51,0.63,0.62,0.6,1.07,,,,,,13,Louise Devigne; Marie Babel; Florian Nouviale; Vishnu K. Narayanan; François Pasteau; Philippe Gallien,2017,2017 International Conference on Rehabilitation Robotics (ICORR),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8009379/,https://scholar.google.com/scholar?cites=10980786202114750286&as_sdt=2005&sciodt=0;5&hl=en,9,43676,,,,,,,,,13,6.5,3,,,YES,Simulator,,10.08,0.72,TRUE,6.05,1.28,-2.32,1.89,1.21,0.32,-0.58,1.89,Projection Display,7-point,Good,Each Study,Class IV,4,Class V,Class V,Class VI,Class IV
102,107,107,Guidelines on successfully porting non-immersive games to virtual reality: a case study in minecraft,Virtual reality; user study; video games; emotions; Minecraft,14,10,,18,31,21.07,3.76,3D Graphics - Monoscopic;3D Graphics - HMD VR,Stereo sound,Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,14,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,Linear mixed model,,,4,17,Whole Experiment,Whole Study,No,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,John Porter III; Matthew Boyer; Andrew Robb,2018,CHI PLAY '18: Proceedings of the 2018 Annual Symposium on Computer-Human Interaction in Play,dl.acm.org,https://dl.acm.org/citation.cfm?id=3242677,https://scholar.google.com/scholar?cites=3495142269655943602&as_sdt=2005&sciodt=0;5&hl=en,11,43676,,,,,,,,,4,4,1,,,YES,Game Porting,,8.273334,0.5909524,TRUE,6.4666667,2.0533333,-0.24666667,1.6083333,1.2933333,0.5133333,-0.061666667,1.6083333,3D Graphics - Monoscopic,7-point,Good,Each Study,Class V,5,Class V,Class V,Class V,Class IV
105,110,110,Darkness-enhanced startle responses in ecologically valid environments: a virtual tunnel driving experiment,Startle reflex; Context; Anxiety; Virtual reality,26,,19,19,47,22.31,5.45,3D Graphics - HMD VR,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,26,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,MANOVA,,,2,-33,Whole Experiment,Whole Study,No,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,Andreas Mühlberger; Matthias J.Wieser; Paul Pauli,2008,Biological Psychology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0301051107001500,https://scholar.google.com/scholar?cites=2155145112227060337&as_sdt=2005&sciodt=0;5&hl=en,113,43676,,,,,,,,,53,4.82,18,3,,YES,Anxiety,Unknown Scale,0.19,0.013571428,TRUE,2.15,0.74,-2.7000003,-0.04,0.43,0.185,-0.6750001,-0.04,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
109,114,114,Social influence on evacuation behavior in real and virtual environments,virtual reality; fire evacuation; social influence; bystander effect; virtual humans; Virtual agents,75/75,35/41,40/34,,,21.45`4.3,,3D Graphics - HMD VR,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,75,15/14/12,10/11/2013,,,21.80/21.76/20.80,4.73/3.69/2.55,between-subject,each component,/Mean/SD/,Other,After,No,,,,2,6,Whole Experiment,Whole Study,No,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Max Kinateder & William H. Warren,2016,Frontiers in Robotics and AI,frontiersin.org,https://www.frontiersin.org/articles/10.3389/frobt.2016.00043,https://scholar.google.com/scholar?cites=12932043803460859494&as_sdt=2005&sciodt=0;5&hl=en,128,43676,HTML,,,,,,,,15,5,8,2,,YES,Social Influence,,5.6833334,0.4059524,TRUE,5.95,1.1333333,-1.4,1.28,1.19,0.28333333,-0.35,1.28,3D Graphics - HMD VR,7-point,Fair,Each Study,Class V,5,Class V,Class V,Class VI,Class V
111,119,119,Service-field simulator using MR techniques: Behavior comparison in real and virtual environments,Service­field  simulator;  behavior  comparison; augmented virtuality; omni­directional display; hands­free; avatar,5,2,3,,,,,Projection Display,Unknown,Social Science and psychology;Other,Simulator,Not Mentioned,Not Sure,,,1,Study 1,,5,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,,,,2,6,Whole Experiment,Whole Study,No,5,,,,,,3.48,3.85,2,4.8,,1.29,0.76,0.35,0.8,,,,,,,10,Jungwoo Hyun; Yoshiko Habuchi; Anjin Park; Tomoya Ishikawa; Masakatsu Kourogi; Takeshi Kurata,2010,20th International Conference on Artificial Reality and Telexistence,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/9b35/26c5a1f8c2851ebe503ffb90d808bc4b7f46.pdf,https://scholar.google.com/scholar?cites=9940898064075571261&as_sdt=2005&sciodt=0;5&hl=en,111,43676,PDF,,,,,,,,10,1.11,3,4,,YES,Simulator,,1.8,0.12857144,TRUE,2.4,3.4,-4,1.8,0.47999996,0.85,-1,1.8,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class IV,Class VI,Class IV
112,120,120,Development and evaluation of a virtual reality-system with integrated tracking of extremities under the aspect of Acrophobia,Virtual Reality; Oculus Rift; Microsoft Kinect; Avatar; Anxiety Disorder; Head Mounted Display; Virtual Reality Exposure Therapy; Motion Tracking; VRET; HMD; VR,42,,,,,,,3D Graphics - HMD VR,No sound,Healthcare and clinical therapies;Social Science and psychology,System,Not Mentioned,Not Sure,,,1,Study 1,,42,13/14,7-Jun,,,,,within-subject,each component,/Mean/SD/,Other,After,No,TTest,,,2,6,Whole Experiment,Whole Study,No,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Philip Schäfer; Marius Koller; Julia Diemer; Gerrit Meixner,2015,2015 SAI Intelligent Systems Conference (IntelliSys),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7361173/,https://scholar.google.com/scholar?cites=14402482774299237483&as_sdt=2005&sciodt=0;5&hl=en,130,43676,,,,,,,,,9,2.25,2,4,,YES,Acrophobia,Unknown Scale,22.54,1.61,TRUE,9,7.24,3.7999997,2.5,1.8,1.81,0.9499999,2.5,3D Graphics - HMD VR,7-point,Excellent,Each Study,Class II,2,Class IV,Class I,Class III,Class II
114,122,122,Perceptual calibration in virtual reality applications,,19,,,,,,,3D Graphics - Monoscopic;Projection Display,Unknown,Design and visualization;Social Science and psychology,,Not Mentioned,Not Sure,,60,1,Study 1,,19,,,,,25/25,2-Jun,between-subject,each component,/Mean/SD/,Chart,After,No,ANOVA,,,2,-33,Whole Experiment,Whole Study,No,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Daniel R Mestre,2016,Electronic Imaging,ingentaconnect.com,https://www.ingentaconnect.com/contentone/ist/ei/2016/00002016/00000004/art00003,https://scholar.google.com/scholar?cites=16689666532010075657&as_sdt=2005&sciodt=0;5&hl=en,147,43676,,,,,,,,,4,1.33,4,1,,YES,Perceptual Calibration,,0.1552,0.011085714,TRUE,2.592,-0.85279995,-1.584,0.3528,0.5184,-0.21319999,-0.396,0.3528,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
115,123,123,Assessing User Experience in Virtual Reality - A Comparison of Different Measurements,User experience; Virtual reality; Evaluation framework,72,,12,,,32.11,8.68,3D Graphics - HMD VR,Stereo sound,Design and visualization;Social Science and psychology,,German,Not Sure,,,1,Study 1,,72,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,Correlation test,,,2,17,Whole Experiment,Whole Study,No,72,,,,,,5.44,4.6,3.16,5.97,,0.86,1.28,1.27,0.66,,,,,,,4,Carolin Wienrich; Nina Döllinger; Simon Kock; Kristina Schindler; Ole Traupe,2018,"International Conference of Design, User Experience, and Usability",Springer,https://link.springer.com/chapter/10.1007/978-3-319-91797-9_41,https://scholar.google.com/scholar?cites=7732979368725305344&as_sdt=2005&sciodt=0;5&hl=en,342,43676,,,,,,,,,4,4,1,5,,YES,Experience,Unknown Scale,6.24,0.44571432,TRUE,7.1999993,2.4,-3.36,1.9699999,1.44,0.6,-0.84,1.9699999,3D Graphics - HMD VR,7-point,Fair,Each Study,Class V,5,Class IV,Class V,Class VI,Class III
116,124,124,Distraction of attention with the use of virtual reality. Influence of the level of game complexity on the level of experienced pain,Virtual Reality; Pain; Attention distraction; Cold Pressor Test; Video games,31,12,19,20/19,24/30,22.42/21.37,1.51/2.34,3D Graphics - HMD VR,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,4,31,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,Parametric statistics,,,4,-33,Whole Experiment,Whole Study,No,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Joanna Piskorz; Marcin Czub,2014,Polish Psychological Bulletin,researchgate.net,https://www.researchgate.net/publication/274312603_Distraction_of_attention_with_the_use_of_virtual_reality_Influence_of_the_level_of_game_complexity_on_the_level_of_experienced_pain,https://scholar.google.com/scholar?cites=8909671389347806897&as_sdt=2005&sciodt=0;5&hl=en,175,43676,PDF,,,,,,,,3,0.6,2,2,,YES,Pain,,-6.255,-0.44678572,TRUE,0.55833334,-0.56,-6.2533336,0.935,0.111666664,-0.14,-1.5633334,0.935,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class V
117,125,125,Here's LoFairing At You Anyway!: How Important is Realistic Gaze Behavior in Co-located Social Virtual Reality Games?,Gaze Behavior; Social Virtual Reality; Eye Tracking; Head-mounted Display,42,24,17,18,53,27.5,,3D Graphics - HMD VR,Unknown,Entertainment and game;Social Science and psychology,,,Not Sure,,45,1,Study 1,16,42,8/8/2008,6/6/2005,,,,,between-subject,each component,/Mean/SD/,Chart,After,No,Spearman’s correlation test,,,2,17,Whole Experiment,Whole Study,No,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sven Seele; Sebastian Misztal; Helmut Buhler; Rainer Herpers; Jonas Schild,2017,CHI PLAY '17: Proceedings of the Annual Symposium on Computer-Human Interaction in Play,dl.acm.org,https://dl.acm.org/citation.cfm?id=3116619,https://scholar.google.com/scholar?cites=7497006300627109154&as_sdt=2005&sciodt=0;5&hl=en,316,43676,,,,,,,,,3,1.5,1,5,,YES,Gaze Behavior,Unknown Scale,-0.7966666,-0.056904763,TRUE,0.48333332,-2.0133333,0.73333335,1.38,0.096666664,-0.50333333,0.18333334,1.38,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class IV,Class V
118,126,126,How does interface influence the level of analgesia when Virtual Reality distraction is used?,virtual reality; pain tolerance; analgesia; virtual environment; thermal stimulation,66,,,,,,,3D Graphics - HMD VR,Stereo sound,Design and visualization;Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,4,66,16-Dec,19/19,19/19,30/33,21.77/22.37,,between-subject,each component,/Mean/SD/,Other,After,No,U-Mann Whitney test,,,2,17,Whole Experiment,Whole Study,No,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Joanna Piskorz; Marcin Czub; Katarzyna Urbańska; Małgorzata Mrula; Paweł Hodowaniec; Mateusz Misiewicz,2014,Polish Journal of Applied Psychology,researchgate.net,https://www.researchgate.net/publication/274312398_How_does_interface_influence_the_level_of_analgesia_when_Virtual_Reality_distraction_is_used,https://scholar.google.com/scholar?cites=4707122335806932803&as_sdt=2005&sciodt=0;5&hl=en,343,43676,PDF,,,,,,,,3,0.6,1,5,,YES,Analgesia,Unknown Scale,-16.31,-1.165,TRUE,-4.45,-3.78,-8.08,-0.09,-0.89,-0.945,-2.02,-0.09,3D Graphics - HMD VR,7-point,Poor,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
119,127,127,Reaching a higher sense of presence in VR through 3D architectural visualization,Virtual reality; phobia treatment; presence; 3D visualization,20,,,19,34,,,3D Graphics - HMD VR,Unknown,Design and visualization;Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,8.5,20,,,,,23.4/24.1,,between-subject,each component,/Mean//,Chart,After,No,Mann-Whitney U Test,,,2,-33,Whole Experiment,Whole Study,No,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ervin Sabadi,2008,Delft University of Technology Thesis,mmi.tudelft.nl,http://www.mmi.tudelft.nl/~vrphobia/THESIS_ErvinSabadi.pdf,https://scholar.google.com/scholar?cites=1101007825968562232&as_sdt=2005&sciodt=0;5&hl=en,178,43676,PDF,,,,,,,,1,0.09,1,1,,YES,Visualization,,1.43,0.102142856,TRUE,3.05,0.16,-1.78,0.5,0.61,0.04,-0.445,0.5,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
